Regulator	Target	MI
hsa-let-7g-3p	HSPA12A	0.074940784
hsa-let-7g-3p	DNASE1L2	0.081329047
hsa-let-7g-3p	CALM1	0.064859736
hsa-let-7g-3p	CADM3	0.102016345
hsa-let-7g-3p	CDK12	0.088435707
hsa-let-7g-3p	INCENP	0.069451046
hsa-let-7g-3p	CDH11	0.067810805
hsa-let-7g-3p	CDCA5	0.076889309
hsa-let-7g-3p	CCNA2	0.089548495
hsa-let-7g-3p	CCNB1	0.074181202
hsa-let-7g-3p	LENG8	0.085130687
hsa-let-7g-3p	CEP57	0.084427102
hsa-let-7g-3p	LIN54	0.097379265
hsa-let-7g-3p	CKAP5	0.126973665
hsa-let-7g-3p	ZNF654	0.06152382
hsa-let-7g-3p	ZNF367	0.086681587
hsa-let-7g-3p	ZNF239	0.079914797
hsa-let-7g-3p	ZNF217	0.065319
hsa-let-7g-3p	ZNF219	0.091942489
hsa-let-7g-3p	NDUFS1	0.084351389
hsa-let-7g-3p	ZNF865	0.093792443
hsa-let-7g-3p	LMX1A	0.066647426
hsa-let-7g-3p	ZNHIT1	0.067049855
hsa-let-7g-3p	CNTN1	0.077256099
hsa-let-7g-3p	USP34	0.078166725
hsa-let-7g-3p	USP42	0.071229787
hsa-let-7g-3p	USP15	0.070593357
hsa-let-7g-3p	USP14	0.084712586
hsa-let-7g-3p	INO80D	0.074032668
hsa-let-7g-3p	INPP5K	0.068777394
hsa-let-7g-3p	SYNDIG1	0.06310937
hsa-let-7g-3p	CSMD2	0.065946877
hsa-let-7g-3p	POU2F1	0.095857785
hsa-let-7g-3p	CTBP1	0.068157699
hsa-let-7g-3p	TBL1XR1	0.073668291
hsa-let-7g-3p	LYRM9	0.09032601
hsa-let-7g-3p	ZFYVE21	0.078715873
hsa-let-7g-3p	CCDC106	0.064726563
hsa-let-7g-3p	ago-01	0.078962445
hsa-let-7g-3p	ADNP	0.103117279
hsa-let-7g-3p	ABI2	0.075151884
hsa-let-7g-3p	ARL3	0.062314078
hsa-let-7g-3p	ARL9	0.074152777
hsa-let-7g-3p	ARNT	0.06487867
hsa-let-7g-3p	ANO1	0.06808265
hsa-let-7g-3p	ANK2	0.084828894
hsa-let-7g-3p	AZI2	0.076407553
hsa-let-7g-3p	ATL2	0.068602558
hsa-let-7g-3p	BBC3	0.097254391
hsa-let-7g-3p	BTG2	0.066719022
hsa-let-7g-3p	BNC2	0.078046155
hsa-let-7g-3p	CCNK	0.106688044
hsa-let-7g-3p	CNN3	0.077004196
hsa-let-7g-3p	COA7	0.150506231
hsa-let-7g-3p	CLK4	0.080319379
hsa-let-7g-3p	CLK1	0.077528224
hsa-let-7g-3p	CLTC	0.084150823
hsa-let-7g-3p	VASH2	0.068718315
hsa-let-7g-3p	CHRD	0.085720605
hsa-let-7g-3p	CACNB4	0.06266128
hsa-let-7g-3p	DPH7	0.093415719
hsa-let-7g-3p	E2F5	0.068038534
hsa-let-7g-3p	DLL1	0.109871047
hsa-let-7g-3p	PPP1R3F	0.06001581
hsa-let-7g-3p	EBF3	0.081870209
hsa-let-7g-3p	EBF1	0.074679515
hsa-let-7g-3p	EMP2	0.073566023
hsa-let-7g-3p	ENAH	0.066797761
hsa-let-7g-3p	CACUL1	0.061505871
hsa-let-7g-3p	MAPK6	0.075008129
hsa-let-7g-3p	MARK1	0.070680497
hsa-let-7g-3p	EGR1	0.070480829
hsa-let-7g-3p	EPC1	0.06691067
hsa-let-7g-3p	PPP2R5C	0.062087707
hsa-let-7g-3p	FAT3	0.063966569
hsa-let-7g-3p	G2E3	0.077565876
hsa-let-7g-3p	FMR1	0.06636717
hsa-let-7g-3p	FIGN	0.074029851
hsa-let-7g-3p	FXR1	0.081181465
hsa-let-7g-3p	FZD7	0.066600594
hsa-let-7g-3p	FZD4	0.085692206
hsa-let-7g-3p	GPD2	0.06596096
hsa-let-7g-3p	GNB4	0.067741626
hsa-let-7g-3p	GNAL	0.080106061
hsa-let-7g-3p	DACH1	0.065190259
hsa-let-7g-3p	GOPC	0.072713847
hsa-let-7g-3p	GLI1	0.080406092
hsa-let-7g-3p	GYG1	0.075751523
hsa-let-7g-3p	HHIP	0.064001345
hsa-let-7g-3p	IPO7	0.105771128
hsa-let-7g-3p	CACNA2D2	0.092194252
hsa-let-7g-3p	IL33	0.074260026
hsa-let-7g-3p	MEX3A	0.062741571
hsa-let-7g-3p	JAG2	0.071122187
hsa-let-7g-3p	JAM3	0.090707603
hsa-let-7g-3p	JDP2	0.072849012
hsa-let-7g-3p	KLF9	0.082011697
hsa-let-7g-3p	DNAJC21	0.066110947
hsa-let-7g-3p	DNAJC12	0.096566214
hsa-let-7g-3p	LHFP	0.115718728
hsa-let-7g-3p	LDB3	0.065905397
hsa-let-7g-3p	PPFIA1	0.065768305
hsa-let-7g-3p	LEO1	0.065146167
hsa-let-7g-3p	LRR1	0.078370824
hsa-let-7g-3p	MFNG	0.092929744
hsa-let-7g-3p	MTDH	0.081543759
hsa-let-7g-3p	ELAVL2	0.084308844
hsa-let-7g-3p	MXD3	0.074449643
hsa-let-7g-3p	MYH4	0.060371138
hsa-let-7g-3p	NFIB	0.066731319
hsa-let-7g-3p	NFIA	0.068662814
hsa-let-7g-3p	NEK2	0.076666278
hsa-let-7g-3p	MIS12	0.071848108
hsa-let-7g-3p	PAX9	0.065614665
hsa-let-7g-3p	PAG1	0.066020213
hsa-let-7g-3p	PLK1	0.081011938
hsa-let-7g-3p	PKN2	0.078393136
hsa-let-7g-3p	PHF6	0.104764445
hsa-let-7g-3p	PHIP	0.085284774
hsa-let-7g-3p	PIM3	0.071926132
hsa-let-7g-3p	MLLT4	0.073264636
hsa-let-7g-3p	POLH	0.084745836
hsa-let-7g-3p	ARHGAP5	0.073148579
hsa-let-7g-3p	SEC24D	0.065408292
hsa-let-7g-3p	RARA	0.084951255
hsa-let-7g-3p	RFX5	0.070443287
hsa-let-7g-3p	RLIM	0.116119836
hsa-let-7g-3p	RXRA	0.085408537
hsa-let-7g-3p	SDSL	0.088867234
hsa-let-7g-3p	SDC1	0.069691136
hsa-let-7g-3p	SMG7	0.107174232
hsa-let-7g-3p	SNCA	0.074356895
hsa-let-7g-3p	SKIL	0.073878087
hsa-let-7g-3p	STK4	0.080860978
hsa-let-7g-3p	SRPX	0.084451428
hsa-let-7g-3p	RAB3GAP1	0.086281778
hsa-let-7g-3p	SPEN	0.083410434
hsa-let-7g-3p	DOCK7	0.103537303
hsa-let-7g-3p	THPO	0.065130098
hsa-let-7g-3p	TAF4	0.071564778
hsa-let-7g-3p	TAL1	0.163606485
hsa-let-7g-3p	TPM3	0.086603821
hsa-let-7g-3p	TNS1	0.075245716
hsa-let-7g-3p	TLL2	0.062006124
hsa-let-7g-3p	TMPO	0.07242977
hsa-let-7g-3p	DNM1L	0.090844612
hsa-let-7g-3p	UBA6	0.063557835
hsa-let-7g-3p	UCK2	0.07039659
hsa-let-7g-3p	USP7	0.079895988
hsa-let-7g-3p	URM1	0.071379224
hsa-let-7g-3p	PPP3R1	0.087830033
hsa-let-7g-3p	PPP1R8	0.087545747
hsa-let-7g-3p	ARID4B	0.063136059
hsa-let-7g-3p	WDR1	0.090335865
hsa-let-7g-3p	CEP170B	0.069328085
hsa-let-7g-3p	ZIC1	0.06362825
hsa-let-7g-3p	HSPA14	0.0760899
hsa-let-7g-3p	MXRA5	0.064379546
hsa-let-7g-3p	WDR48	0.075235567
hsa-let-7g-3p	WDR47	0.069872689
hsa-let-7g-3p	WDR90	0.072374268
hsa-let-7g-3p	NAA25	0.067142871
hsa-let-7g-3p	NAA15	0.089738805
hsa-let-7g-3p	HNRNPA0	0.065448883
hsa-let-7g-3p	NCOA6	0.118553573
hsa-let-7g-3p	PIP4K2C	0.062793327
hsa-let-7g-3p	EGLN1	0.069592297
hsa-let-7g-3p	EFNA5	0.075390173
hsa-let-7g-3p	ZYG11B	0.084526
hsa-let-7g-3p	NLGN3	0.076364312
hsa-let-7g-3p	ELFN1	0.094853934
hsa-let-7g-3p	KIAA1024	0.068947247
hsa-let-7g-3p	KIAA1841	0.068704091
hsa-let-7g-3p	EPHA5	0.06819197
hsa-let-7g-3p	KIAA2026	0.070428468
hsa-let-7g-3p	CAMK2N1	0.082372213
hsa-let-7g-3p	ERBB2	0.087293558
hsa-let-7g-3p	RAB3IP	0.067090026
hsa-let-7g-3p	RAB40C	0.074919125
hsa-let-7g-3p	RAD23B	0.081165832
hsa-let-7g-3p	KIF26A	0.124611831
hsa-let-7g-3p	SERTAD4	0.071894138
hsa-let-7g-3p	CLASP1	0.082296303
hsa-let-7g-3p	CLDN11	0.103146414
hsa-let-7g-3p	SOWAHA	0.073127647
hsa-let-7g-3p	GOLGA5	0.068956118
hsa-let-7g-3p	DYNC1LI2	0.071594003
hsa-let-7g-3p	ZDHHC20	0.06133455
hsa-let-7g-3p	PICALM	0.073339121
hsa-let-7g-3p	RASAL2	0.067663527
hsa-let-7g-3p	ATAD2B	0.077354925
hsa-let-7g-3p	ST6GAL2	0.074944668
hsa-let-7g-3p	FLRT1	0.063265894
hsa-let-7g-3p	FAM49B	0.08469015
hsa-let-7g-3p	FAM43A	0.083592801
hsa-let-7g-3p	FASTKD5	0.075689384
hsa-let-7g-3p	C15orf40	0.057473182
hsa-let-7g-3p	FMNL2	0.069877781
hsa-let-7g-3p	FOXJ3	0.070800471
hsa-let-7g-3p	PRRC2C	0.100045388
hsa-let-7g-3p	G3BP2	0.085379648
hsa-let-7g-3p	IQSEC2	0.063138542
hsa-let-7g-3p	SPOCK1	0.076097491
hsa-let-7g-3p	FSTL4	0.070891216
hsa-let-7g-3p	ATP2A2	0.115641132
hsa-let-7g-3p	ATP2C2	0.068819504
hsa-let-7g-3p	SLC24A2	0.078875013
hsa-let-7g-3p	SH2D3C	0.096445771
hsa-let-7g-3p	SH3TC1	0.098763971
hsa-let-7g-3p	PAIP1	0.093585848
hsa-let-7g-3p	SLC6A17	0.073750322
hsa-let-7g-3p	PRKAR2A	0.087969789
hsa-let-7g-3p	SLC7A14	0.067853773
hsa-let-7g-3p	PDE1B	0.077138307
hsa-let-7g-3p	PBRM1	0.072125524
hsa-let-7g-3p	B3GALNT2	0.075184355
hsa-let-7g-3p	RBPMS2	0.076105453
hsa-let-7g-3p	PDS5A	0.07259263
hsa-let-7g-3p	PDE9A	0.088827373
hsa-let-7g-3p	PDE7A	0.08060187
hsa-let-7g-3p	GATA2	0.089832957
hsa-let-7g-3p	GATA3	0.074831083
hsa-let-7g-3p	GDAP2	0.115782235
hsa-let-7g-3p	CDKN1C	0.069448012
hsa-let-7g-3p	PHTF2	0.088983693
hsa-let-7g-3p	MLLT10	0.085605081
hsa-let-7g-3p	GLIS3	0.074108197
hsa-let-7g-3p	PSMD11	0.085380339
hsa-let-7g-3p	PSME4	0.110449158
hsa-let-7g-3p	BHLHB9	0.079919447
hsa-let-7g-3p	PRR15	0.070183705
hsa-let-7g-3p	PREX1	0.071082024
hsa-miR-103a-2-5p	CALN1	0.067623093
hsa-miR-103a-2-5p	NSMCE2	0.067283453
hsa-miR-103a-2-5p	CENPB	0.067218509
hsa-miR-103a-2-5p	CCPG1	0.06972508
hsa-miR-103a-2-5p	PLA2R1	0.082767713
hsa-miR-103a-2-5p	LMNB1	0.065529722
hsa-miR-103a-2-5p	CXorf23	0.068314426
hsa-miR-103a-2-5p	RUNX1T1	0.088919201
hsa-miR-103a-2-5p	MRGBP	0.080755569
hsa-miR-103a-2-5p	MSRB3	0.059301245
hsa-miR-103a-2-5p	DUSP3	0.074230244
hsa-miR-103a-2-5p	CSNK2A1	0.086351926
hsa-miR-103a-2-5p	DLC1	0.070867633
hsa-miR-103a-2-5p	E2F2	0.082118876
hsa-miR-103a-2-5p	EXO1	0.077746499
hsa-miR-103a-2-5p	ECM2	0.087721452
hsa-miR-103a-2-5p	MLH1	0.068740178
hsa-miR-103a-2-5p	MTBP	0.068905505
hsa-miR-103a-2-5p	RHEB	0.064732942
hsa-miR-103a-2-5p	TRIP13	0.073231794
hsa-miR-103a-2-5p	FOXP2	0.05963471
hsa-miR-103a-2-5p	C21orf58	0.061574306
hsa-miR-103a-2-5p	ZNF720	0.068904481
hsa-miR-103a-2-5p	PDE3A	0.070815037
hsa-miR-103a-2-5p	H2AFZ	0.073099569
hsa-miR-103a-2-5p	CCDC150	0.075871332
hsa-miR-103a-2-5p	TARDBP	0.067400231
hsa-miR-103a-2-5p	SEMA6D	0.076116348
hsa-miR-103a-2-5p	ZFHX4	0.073595534
hsa-miR-103a-2-5p	ARHGEF9	0.074778756
hsa-miR-103a-2-5p	ANKRD13B	0.075610101
hsa-miR-103a-2-5p	HPRT1	0.073802999
hsa-miR-103a-2-5p	MAMDC2	0.075297707
hsa-miR-103a-2-5p	BORCS7	0.069193294
hsa-miR-103a-2-5p	ALDH1A2	0.067834241
hsa-miR-103a-2-5p	RNF31	0.078439409
hsa-miR-103a-2-5p	FAM53A	0.071668156
hsa-miR-103a-2-5p	TMEM67	0.074591847
hsa-miR-103a-2-5p	STK35	0.069163482
hsa-miR-103a-2-5p	FBXO45	0.05969858
hsa-miR-103a-2-5p	KCNE4	0.063692832
hsa-miR-103a-2-5p	BEND3	0.062213151
hsa-miR-103a-2-5p	TRAK1	0.073918841
hsa-miR-103a-2-5p	TRAIP	0.060125004
hsa-miR-103a-2-5p	PTPN21	0.057309606
hsa-miR-103a-3p	NELFB	0.092071847
hsa-miR-103a-3p	NFAT5	0.065375454
hsa-miR-103a-3p	POU2F1	0.065365867
hsa-miR-103a-3p	EGLN2	0.126929502
hsa-miR-103a-3p	EGLN1	0.078625198
hsa-miR-103a-3p	NUP50	0.096039373
hsa-miR-103a-3p	EVA1A	0.071840109
hsa-miR-103a-3p	MRPL19	0.091563342
hsa-miR-103a-3p	RPS6KA3	0.077924994
hsa-miR-103a-3p	SNHG11	0.124675567
hsa-miR-103a-3p	PPP3R1	0.100926636
hsa-miR-103a-3p	ARGLU1	0.069794641
hsa-miR-103a-3p	SLC25A13	0.079561228
hsa-miR-103a-3p	SLC25A22	0.068093026
hsa-miR-103a-3p	SLC25A25	0.071486489
hsa-miR-103a-3p	SLC25A35	0.060968093
hsa-miR-103a-3p	SLC26A10	0.067343424
hsa-miR-103a-3p	IFNAR1	0.088065859
hsa-miR-103a-3p	TARBP2	0.14437208
hsa-miR-103a-3p	TBL1XR1	0.068567478
hsa-miR-103a-3p	FCGRT	0.110870521
hsa-miR-103a-3p	SEMA3E	0.060981992
hsa-miR-103a-3p	sep-11	0.070453761
hsa-miR-103a-3p	NFATC4	0.097882898
hsa-miR-103a-3p	NFATC3	0.147955456
hsa-miR-103a-3p	APP	0.09429938
hsa-miR-103a-3p	AK4	0.075030745
hsa-miR-103a-3p	AGK	0.077359892
hsa-miR-103a-3p	MGA	0.083263011
hsa-miR-103a-3p	C14orf79	0.14293096
hsa-miR-103a-3p	CTDSP1	0.089298743
hsa-miR-103a-3p	PPP2R1B	0.080818682
hsa-miR-103a-3p	DYRK1B	0.07500018
hsa-miR-103a-3p	VCL	0.111472459
hsa-miR-103a-3p	QKI	0.103830391
hsa-miR-103a-3p	PAM	0.061762781
hsa-miR-103a-3p	SON	0.072354342
hsa-miR-103a-3p	SKI	0.066346294
hsa-miR-103a-3p	REL	0.071826675
hsa-miR-103a-3p	TSC22D2	0.065676663
hsa-miR-103a-3p	VCPIP1	0.074124933
hsa-miR-103a-3p	G3BP2	0.068081575
hsa-miR-103a-3p	OTUD5	0.060726033
hsa-miR-103a-3p	OTUD4	0.078726499
hsa-miR-103a-3p	DNAJC10	0.074365639
hsa-miR-103a-3p	DNASE1L2	0.149267582
hsa-miR-103a-3p	FUBP1	0.08038266
hsa-miR-103a-3p	RALGPS2	0.065119816
hsa-miR-103a-3p	NOTCH2	0.072772736
hsa-miR-103a-3p	MAMSTR	0.070259265
hsa-miR-103a-3p	PATL1	0.092030256
hsa-miR-103a-3p	PAGR1	0.106740862
hsa-miR-103a-3p	MAPRE1	0.066368538
hsa-miR-103a-3p	PDIA6	0.085872615
hsa-miR-103a-3p	PCSK4	0.137233319
hsa-miR-103a-3p	PDZD8	0.072588134
hsa-miR-103a-3p	PEX13	0.075778469
hsa-miR-103a-3p	SLC39A10	0.079461054
hsa-miR-103a-3p	PHKG2	0.112870238
hsa-miR-103a-3p	CLASRP	0.156750521
hsa-miR-103a-3p	GATAD2B	0.073064095
hsa-miR-103a-3p	PHACTR2	0.114184758
hsa-miR-103a-3p	POLA1	0.070630279
hsa-miR-103a-3p	POLD3	0.068983868
hsa-miR-103a-3p	PPIL4	0.077798833
hsa-miR-103a-3p	GOLT1B	0.091506411
hsa-miR-103a-3p	GNG12	0.080448107
hsa-miR-103a-3p	GNAI3	0.076925524
hsa-miR-103a-3p	PRRT2	0.077241418
hsa-miR-103a-3p	RANBP3	0.071215768
hsa-miR-103a-3p	PRKD3	0.076585376
hsa-miR-103a-3p	PSMD9	0.082563237
hsa-miR-103a-3p	YWHAH	0.070395064
hsa-miR-103a-3p	PTPN4	0.073786388
hsa-miR-103a-3p	IRF2BP1	0.106959523
hsa-miR-103a-3p	PTAR1	0.08434039
hsa-miR-103a-3p	PVALB	0.070443114
hsa-miR-103a-3p	PUF60	0.068811008
hsa-miR-103a-3p	C20orf96	0.08638768
hsa-miR-103a-3p	RASAL2	0.086852627
hsa-miR-103a-3p	RASSF3	0.067620079
hsa-miR-103a-3p	CCNYL1	0.135929754
hsa-miR-103a-3p	FAM98A	0.120682583
hsa-miR-103a-3p	FAM57B	0.06845788
hsa-miR-103a-3p	ATF7	0.080639346
hsa-miR-103a-3p	ARL3	0.06621902
hsa-miR-103a-3p	ARNT	0.076926137
hsa-miR-103a-3p	AMOT	0.070315496
hsa-miR-103a-3p	BCAM	0.085777698
hsa-miR-103a-3p	SPIN2B	0.08807121
hsa-miR-103a-3p	CALU	0.111955859
hsa-miR-103a-3p	CA12	0.072775462
hsa-miR-103a-3p	CHD3	0.070230403
hsa-miR-103a-3p	CDK8	0.067584094
hsa-miR-103a-3p	CBX4	0.074438091
hsa-miR-103a-3p	CNTF	0.070821521
hsa-miR-103a-3p	CUL2	0.090465792
hsa-miR-103a-3p	DCXR	0.078208784
hsa-miR-103a-3p	E2F3	0.074878185
hsa-miR-103a-3p	DPH3	0.067598782
hsa-miR-103a-3p	DVL1	0.084596596
hsa-miR-103a-3p	DIAPH1	0.109756588
hsa-miR-103a-3p	DIAPH2	0.084218138
hsa-miR-103a-3p	EPC1	0.075067879
hsa-miR-103a-3p	EPT1	0.075554609
hsa-miR-103a-3p	RAB3GAP1	0.079929837
hsa-miR-103a-3p	ETV1	0.074386682
hsa-miR-103a-3p	ESPN	0.065373073
hsa-miR-103a-3p	ESR1	0.070605505
hsa-miR-103a-3p	HACD2	0.087871918
hsa-miR-103a-3p	TNFRSF21	0.079272944
hsa-miR-103a-3p	GIT2	0.077429247
hsa-miR-103a-3p	GOPC	0.077275158
hsa-miR-103a-3p	GPC6	0.073422063
hsa-miR-103a-3p	PRR14L	0.075611789
hsa-miR-103a-3p	HECA	0.106952206
hsa-miR-103a-3p	PRRC2C	0.095136725
hsa-miR-103a-3p	IARS	0.083666662
hsa-miR-103a-3p	ABHD13	0.071838678
hsa-miR-103a-3p	IDUA	0.150710902
hsa-miR-103a-3p	IPO7	0.086993232
hsa-miR-103a-3p	LONRF3	0.093129224
hsa-miR-103a-3p	SPRED1	0.093524445
hsa-miR-103a-3p	KRI1	0.070189688
hsa-miR-103a-3p	LCN6	0.06997013
hsa-miR-103a-3p	LFNG	0.070527921
hsa-miR-103a-3p	ZMAT3	0.074863116
hsa-miR-103a-3p	LMO7	0.078385724
hsa-miR-103a-3p	MAFK	0.066591688
hsa-miR-103a-3p	MXD3	0.113940313
hsa-miR-103a-3p	ENTPD7	0.10223503
hsa-miR-103a-3p	MTF1	0.069568008
hsa-miR-103a-3p	MYLK	0.066071449
hsa-miR-103a-3p	NFIB	0.079203619
hsa-miR-103a-3p	RBFOX2	0.08295955
hsa-miR-103a-3p	PGM1	0.065563795
hsa-miR-103a-3p	PER1	0.066839649
hsa-miR-103a-3p	PDK3	0.074352526
hsa-miR-103a-3p	PAG1	0.087075451
hsa-miR-103a-3p	PAOX	0.086106451
hsa-miR-103a-3p	CDC14B	0.071421464
hsa-miR-103a-3p	PLS3	0.066786986
hsa-miR-103a-3p	PLD1	0.08498331
hsa-miR-103a-3p	PHIP	0.077149001
hsa-miR-103a-3p	REC8	0.07512652
hsa-miR-103a-3p	RBM6	0.075754469
hsa-miR-103a-3p	RLIM	0.088686753
hsa-miR-103a-3p	RIF1	0.078939305
hsa-miR-103a-3p	ROR1	0.076184069
hsa-miR-103a-3p	SACS	0.092936218
hsa-miR-103a-3p	SOS1	0.093469625
hsa-miR-103a-3p	SPEG	0.07689867
hsa-miR-103a-3p	SNX3	0.075419183
hsa-miR-103a-3p	SOD2	0.08876475
hsa-miR-103a-3p	SIX5	0.076729036
hsa-miR-103a-3p	STX3	0.066451694
hsa-miR-103a-3p	SSR1	0.087487377
hsa-miR-103a-3p	ST13	0.101235816
hsa-miR-103a-3p	TAB2	0.066025574
hsa-miR-103a-3p	ATXN1L	0.081633662
hsa-miR-103a-3p	TJP1	0.07237724
hsa-miR-103a-3p	TMEM43	0.087116963
hsa-miR-103a-3p	XRN1	0.081380192
hsa-miR-103a-3p	XPR1	0.081660771
hsa-miR-103a-3p	YAP1	0.091219586
hsa-miR-103a-3p	YOD1	0.072113602
hsa-miR-103a-3p	GPR180	0.086467923
hsa-miR-103a-3p	ZHX1	0.085256598
hsa-miR-103a-3p	ZIC1	0.074095389
hsa-miR-103a-3p	GPX1P1	0.123950786
hsa-miR-103a-3p	RAI14	0.078954372
hsa-miR-103a-3p	RAD21	0.066368401
hsa-miR-103a-3p	RAB8B	0.070251146
hsa-miR-103a-3p	RAB10	0.085056914
hsa-miR-103a-3p	RAB4B	0.080790591
hsa-miR-103a-3p	RAB6A	0.08989802
hsa-miR-103a-3p	RBM24	0.087450627
hsa-miR-103a-3p	RBM12	0.069724901
hsa-miR-103a-3p	HMG20A	0.072552636
hsa-miR-103a-3p	RCAN1	0.071192983
hsa-miR-103a-3p	KIAA1033	0.076429437
hsa-miR-103a-3p	HMGCS2	0.070351009
hsa-miR-103a-3p	HMGXB4	0.076441665
hsa-miR-103a-3p	TMEM170A	0.065866033
hsa-miR-103a-3p	RIC8A	0.07267118
hsa-miR-103a-3p	IFFO1	0.070548427
hsa-miR-103a-3p	ANGPTL8	0.066284974
hsa-miR-103a-3p	SLC30A7	0.087103003
hsa-miR-103a-3p	IGF2R	0.080057747
hsa-miR-103a-3p	SLC31A1	0.079007207
hsa-miR-103a-3p	CHORDC1	0.085508035
hsa-miR-103a-3p	PRKAR2A	0.068627696
hsa-miR-103a-3p	RPRD2	0.077104604
hsa-miR-103a-3p	GADD45G	0.111533198
hsa-miR-103a-3p	ITGA2	0.062923446
hsa-miR-103a-3p	ITGA6	0.061449046
hsa-miR-103a-3p	KBTBD2	0.084660267
hsa-miR-103a-3p	RASGEF1B	0.090023668
hsa-miR-103a-3p	SARNP	0.070204685
hsa-miR-103a-3p	SCAF1	0.095659343
hsa-miR-103a-3p	TNRC6B	0.111497339
hsa-miR-103a-3p	SDCBP	0.075014538
hsa-miR-103a-3p	SETD2	0.075822686
hsa-miR-103a-3p	SENP6	0.075468101
hsa-miR-103a-3p	SFXN5	0.081661334
hsa-miR-103a-3p	ACAP3	0.092286602
hsa-miR-103a-3p	SGMS2	0.091052443
hsa-miR-103a-3p	ADAP1	0.078057382
hsa-miR-103a-3p	ACVR1	0.107277747
hsa-miR-103a-3p	ACSL4	0.08260477
hsa-miR-103a-3p	ACTR2	0.119673141
hsa-miR-103a-3p	ABHD16A	0.064412682
hsa-miR-103a-3p	COBLL1	0.086680033
hsa-miR-103a-3p	AGFG1	0.091553566
hsa-miR-103a-3p	KLHL15	0.085800196
hsa-miR-103a-3p	SEC61A1	0.07267774
hsa-miR-103a-3p	UBE2V1	0.069727439
hsa-miR-103a-3p	SNX18	0.074534842
hsa-miR-103a-3p	SNTB2	0.082049213
hsa-miR-103a-3p	SOCS5	0.072953405
hsa-miR-103a-3p	AKAP2	0.075761128
hsa-miR-103a-3p	DBNDD2	0.09406507
hsa-miR-103a-3p	SRP72	0.061332811
hsa-miR-103a-3p	SRPK1	0.07797611
hsa-miR-103a-3p	STK19	0.102639198
hsa-miR-103a-3p	STAG1	0.073126141
hsa-miR-103a-3p	EXOC3L4	0.065181133
hsa-miR-103a-3p	APBA1	0.073717474
hsa-miR-103a-3p	ARL10	0.071290969
hsa-miR-103a-3p	ARIH1	0.095767804
hsa-miR-103a-3p	ASCC3	0.123543848
hsa-miR-103a-3p	SYNJ1	0.078542927
hsa-miR-103a-3p	ATXN7	0.079870219
hsa-miR-103a-3p	FAM122A	0.074261072
hsa-miR-103a-3p	CORO1C	0.110846218
hsa-miR-103a-3p	ZC3H12C	0.074179391
hsa-miR-103a-3p	BAIAP2	0.099824418
hsa-miR-103a-3p	TAF13	0.068495654
hsa-miR-103a-3p	TBPL1	0.086834544
hsa-miR-103a-3p	TBCEL	0.10853488
hsa-miR-103a-3p	ADAMTS5	0.079454365
hsa-miR-103a-3p	ADAMTS3	0.078082003
hsa-miR-103a-3p	TCAIM	0.074970337
hsa-miR-103a-3p	TDRKH	0.059103544
hsa-miR-103a-3p	AMMECR1	0.107093961
hsa-miR-103a-3p	HSD11B2	0.071766918
hsa-miR-103a-3p	DCBLD2	0.076845831
hsa-miR-103a-3p	RNF217	0.087304051
hsa-miR-103a-3p	KCNJ2	0.09458884
hsa-miR-103a-3p	THSD4	0.064643425
hsa-miR-103a-3p	LRRC27	0.102325177
hsa-miR-103a-3p	LRRC8D	0.096536409
hsa-miR-103a-3p	BCAT2	0.093220278
hsa-miR-103a-3p	LRPPRC	0.073360163
hsa-miR-103a-3p	ANKFY1	0.067206577
hsa-miR-103a-3p	KIF1B	0.08919338
hsa-miR-103a-3p	TMCC1	0.066963345
hsa-miR-103a-3p	NBEAL1	0.064302091
hsa-miR-103a-3p	KMT2A	0.081828506
hsa-miR-103a-3p	JAKMIP2	0.061769128
hsa-miR-103a-3p	KPNA3	0.125326824
hsa-miR-103a-3p	ZBTB38	0.088554913
hsa-miR-103a-3p	BMPR2	0.073705229
hsa-miR-103a-3p	TRAM1	0.091541934
hsa-miR-103a-3p	FNDC3B	0.168684844
hsa-miR-103a-3p	TTLL7	0.065340074
hsa-miR-103a-3p	GALNT1	0.071676943
hsa-miR-103a-3p	TXLNG	0.063289205
hsa-miR-103a-3p	PDCD10	0.081339053
hsa-miR-103a-3p	RAB11FIP3	0.101614382
hsa-miR-103a-3p	UBE4A	0.100966432
hsa-miR-103a-3p	UBE4B	0.073930629
hsa-miR-103a-3p	STK38L	0.110141382
hsa-miR-103a-3p	SMARCA5	0.071080413
hsa-miR-103a-3p	LAMP2	0.082713408
hsa-miR-103a-3p	CASC1	0.068885137
hsa-miR-103a-3p	CAB39	0.065084973
hsa-miR-103a-3p	CASZ1	0.074693721
hsa-miR-103a-3p	CCDC6	0.067810326
hsa-miR-103a-3p	NUCKS1	0.069062365
hsa-miR-103a-3p	CDAN1	0.075010745
hsa-miR-103a-3p	NUFIP2	0.076055618
hsa-miR-103a-3p	LIMS1	0.146072008
hsa-miR-103a-3p	GTF3C5	0.067886674
hsa-miR-103a-3p	ATP13A4	0.07855606
hsa-miR-103a-3p	ATP13A3	0.099656862
hsa-miR-103a-3p	LLGL2	0.099379266
hsa-miR-103a-3p	CKAP5	0.076220398
hsa-miR-103a-3p	GORASP2	0.074247567
hsa-miR-103a-3p	ATP5EP2	0.089423598
hsa-miR-103a-3p	CNTD2	0.064937271
hsa-miR-103a-3p	USP10	0.078175716
